key,Source,Translated
﻿Common_Item,Items
Item_Name_94015,「Art of Shifting」
Item_Name_94016,「Anti-toxin Spell」
Item_Name_94017,「Mechanic」
Item_Name_94018,「Beastmaster」
Item_Name_94019,「Bionic Pentaform」
Item_Name_94020,「Mysterious Turtle Health Technique」
Item_Name_94021,「Exercise the Body with Blood」
Item_Name_94022,「Luo Han Fu Mo Gong」
Item_Name_94023,「Vajra Body Protection」
Item_Name_94024,「Yi Jin Jing「Sanskrit」」
Item_Name_94025,「Capture the Dragon and Subdue the Tiger」
Item_Name_94026,「Lianhua Falling Heart」
Item_Name_94027,「Wudang Taihe Gong」
Item_Name_94028,「Wudang Pure Yang Gong」
Item_Name_94029,「Hunyuan Innate Skill」
Item_Name_94030,「Ziwei Qixing Jue」
Item_Name_94031,「Change the star to change the magic skill」
Item_Name_94032,「Traceless Heart」
Item_Name_94033,「Zixia Sword Qi」
Item_Name_95000,「Arctic Palm」
Item_Name_95001,「Frost Sword」
Item_Name_95002,「Snow Reversal Sword」
Item_Name_95003,「Snow-melting Sword」
Item_Name_95004,「Vicious Hand」
Item_Name_95005,「Art of Rejuvenation」
Item_Name_95006,「Spider Hand」
Item_Name_95007,「Wine-drinking Song」
Item_Name_95008,「Drink and Sing」
Item_Name_95009,「Drink to The End」
Item_Name_95010,「Drink and Dream」
Item_Name_95011,「Soultaker’s Song」
Item_Name_95012,「Ordeal Sigil」
Item_Name_95013,「Illusionary Song」
Item_Name_95014,「Dragon’s Vitality」
Item_Name_95015,「Flame Saber」
Item_Name_95016,「Sky-Heating Saber」
Item_Name_95017,「Nirvana Saber」
Item_Name_95018,「Hands of Theft」
Item_Name_95019,「Art of Transformation」
Item_Name_95020,「Flower Rain」
Item_Name_95021,「Hurl The World」
Item_Name_95022,「Toxin-swallowing Spell」
Item_Name_95023,「Eight Divine Strikes」
Item_Name_95024,「Imperfect Kick」
Item_Name_95025,「Golden Shield」
Item_Name_95026,「Bionic:Snake」
Item_Name_95027,「Bionic:Monkey」
Item_Name_95028,「Bionic:Horse」
Item_Name_95029,「Bionic:Eagle」
Item_Name_95030,「Bionic:Marten」
Item_Name_95031,「Acupoint-blocking Hand」
Item_Name_95032,「Wave Palm」
Item_Name_95033,「Walk Above Grass」
Item_Name_95034,[Slap in the face]
Item_Name_95035,[Raising the Yin Leg]
Item_Name_95036,「Blood Refining and Shocking Qi Art」
Item_Name_95037,「Xuanjia Body Fist」
Item_Name_95038,「Broken Fist」
Item_Name_95039,「Advancing the front and breaking the halberd」
Item_Name_95040,「Dragon Capture Hand」
Item_Name_95041,「Arhat Boxing」
Item_Name_95042,「Thousand-changing legs」
Item_Name_95043,「Finger finger」
Item_Name_95044,「Vedo stick method」
Item_Name_95045,「Cassock and Magic Wand」
Item_Name_95046,「Ground Fist」
Item_Name_95047,「toe stepping」
Item_Name_95048,「Tiger Palm」
Item_Name_95049,「Hit the Dog with a Stick」
Item_Name_95050,「Throw a stone」
Item_Name_95051,「Dragon Swallowing Palm」
Item_Name_95052,「Tai Chi Posture」
Item_Name_95053,「Tai Chi」
Item_Name_95054,「Take the Sparrow's Tail」
Item_Name_95055,「Yin Yang Liangyi Sword」
Item_Name_95056,「Taiyi Xuanmen Sword」
Item_Name_95057,「Turn the Stars」
Item_Name_95058,「Graft」
Item_Name_95059,「The moon and the stars」
Item_Name_95060,「Sunshine Moon」
Item_Name_95061,「All the stars hold the moon」
Item_Name_95062,「Falling Front Without Trace」
Item_Name_95063,「Millions of Gods」
Item_Name_95064,「Defeat Sword Art」
Item_Name_95065,「Break the box and seek the edge」
Item_Name_95066,「Sword without edge」
Item_Name_96000,[Cooking experience]
Item_Name_96001,[Production experience]
Item_Name_96002,[Forging experience]
Item_Name_96003,[Weaving experience]
Item_Name_96004,[Pharmacy experience]
Item_Name_96005,「Heavenly Recipes」
Item_Name_97000,[Palace Tune]
Item_Name_97001,「Tune Shang」
Item_Name_97002,「Tune Jue」
Item_Name_97003,「Tune Zhi」
Item_Name_97004,「Tune Yu」
Item_Name_99999,「Item for test」
Item_Desc_80000,A common currency that allows debts.The copper coins obtained after indebtedness will be used to offset the debt.
Item_Desc_80001,Basic wood material
Item_Desc_80002,Burned wood material
Item_Desc_80003,Basic stone material
Item_Desc_80004,Basic iron material
Item_Desc_80005,Basic copper material
Item_Desc_80006,Basic miscellaneous grass material
Item_Desc_80007,Common herbal medicine ingredients
Item_Desc_80008,Common herbal medicine ingredients
Item_Desc_80009,Common herbal medicine ingredients
Item_Desc_80010,"Circulating currency synthesized from broken silver, convenient to carry"
Item_Desc_80011,Common materials for weaving cloth
Item_Desc_80012,Rare materials collected from peach trees
Item_Desc_80013,Rare herbal medicine ingredients
Item_Desc_80014,Materials collected from ice mines
Item_Desc_80015,Circulating currency of higher value than copper coins
Item_Desc_80016,Gu worms with tracking ability
Item_Desc_80017,Gu worms with the ability to absorb qi and blood
Item_Desc_80018,Gu worms with the ability to affect human mind
Item_Desc_80019,Gu worms with self-destruct ability
Item_Desc_80020,Rare forging materials
Item_Desc_80021,Rare forging materials
Item_Desc_80022,"Ingredients collected from pine trees, eaten to restore qi and blood"
Item_Desc_80023,"Ingredients collected from plum blossom trees, eaten to restore qi and blood"
Item_Desc_80024,"Obtained during ore mining, can ignite items"
Item_Desc_80025,Rare weaving materials
Item_Desc_80026,Rare weaving materials
Item_Desc_80027,Materials for refining poison
Item_Desc_80028,"Meat blocks taken from fire lizards, a precious ingredient"
Item_Desc_80029,"Meat blocks taken from black flood dragons, a precious ingredient"
Item_Desc_80030,"Fish eggs taken from black flood dragons, a precious ingredient"
Item_Desc_80031,Gallbladder taken from the body of a snake
Item_Desc_80032,Bark peeled from maple trees
Item_Desc_80033,Oil-like objects taken from poplar trees
Item_Desc_80034,Animal hair
Item_Desc_80035,Animal bones
Item_Desc_80036,Animal skins
Item_Desc_80037,A golden beast tooth
Item_Desc_80038,Common herbal medicine ingredients
Item_Desc_80039,Common herbal medicine ingredients
Item_Desc_80040,Common herbal medicine ingredients
Item_Desc_91000,Can store some extra items
Item_Desc_91001,Can be placed in the room to stun the target
Item_Desc_91002,Can be placed on the ground to block the target
Item_Desc_91003,Can be placed on the ground to block the target
Item_Desc_91004,Can be put on the head to enter [Sneak] state
Item_Desc_91005,"A must-have good medicine for treating falls and injuries, restores 50 qi and blood"
Item_Desc_91006,Can be placed on the ground to damage those who step on it
Item_Desc_91009,Drinking increases 3 layers of drunkenness
Item_Desc_91010,"Cleanses 10 stacks of Poison Gas,Cold,and Heat"
Item_Desc_91011,"After eating, restore 100 internal strength"
Item_Desc_91012,"Restores qi and blood, safer to eat after roasting"
Item_Desc_91013,"Cooked meat blocks, after eating, gain 10 layers of [Raw Blood] status"
Item_Desc_91014,"Overcooked meat,but still edible..."
Item_Desc_91015,Can apply 15 layers of miasma to characters or interactive objects
Item_Desc_91016,"A must-have for begging, with a broken bowl in hand, I have the world"
Item_Desc_91017,"After eating, can treat 10 hidden diseases"
Item_Desc_91018,"After eating, can increase 5 points of true qi"
Item_Desc_91020,"Animal eggs, eaten to restore qi and blood"
Item_Desc_91021,A mushy glob. Heaven knows what will happen if you eat it...
Item_Desc_91022,"Wine produced by wild monkeys in the mountains, after drinking, gain 3 layers of [Drunkenness] status"
Item_Desc_91023,"After eating, gain 5 layers of [Continuation of Qi] status"
Item_Desc_91024,"After eating, gain 5 layers of [Scorching] status and 5 layers of [Raw Blood] status"
Item_Desc_91025,"After eating, gain 5 layers of [Cold] status and 5 layers of [Raw Blood] status"
Item_Desc_91026,"After eating, gain 5 layers of [Miasma] status and 5 layers of [Raw Blood] status"
Item_Desc_91027,"After eating, gain 10 layers of [Drunkenness] status"
Item_Desc_91028,"After eating, gain 1 layer of [Limb Reconnection] status and 5 layers of Miasma status"
Item_Desc_91029,"After eating, gain 1 layer of [Bright Eyes] status and 5 layers of Miasma status"
Item_Desc_91030,"It is said that after eating it, you can become bigger"
Item_Desc_91031,"It is said that after eating it, you can become smaller"
Item_Desc_91032,"After eating, gain 1 layer of [Flying] status"
Item_Desc_91033,"After eating, gain 1 layer of [Wisdom] status"
Item_Desc_91034,"After eating, gain 1 layer of [Freezing] status"
Item_Desc_91035,"After eating, gain 1 layer of [Non-flammable] status"
Item_Desc_91036,"After eating, gain 1 layer of [Unfazed] status"
Item_Desc_91037,"After eating, increase 30 true qi"
Item_Desc_91038,"After eating, gain 5 layers of [Great Strength] status"
Item_Desc_91039,"After eating, gain 5 layers of [Golden Bell Shield] status"
Item_Desc_91040,"After eating, gain 5 layers of [Rapid Wind] status"
Item_Desc_91041,The acupoint type can be changed in the meridians
Item_Desc_91042,"After eating, gain 3 layers of [Miasma] status"
Item_Desc_91043,"After eating, gain 5 layers of [Raw Blood] status"
Item_Desc_91044,"After eating, gain 10 layers of [Raw Blood] status"
Item_Desc_91045,"After eating, gain 3 layers of [Scorching] status"
Item_Desc_91046,"After eating, gain 3 layers of [Cold] status"
Item_Desc_91047,"After eating, gain 3 layers of [Drunkenness] status"
Item_Desc_91048,"After eating, restore 50 internal strength"
Item_Desc_91064,"After eating, increase 3 points of true qi"
Item_Desc_91066,"After placing, can store items"
Item_Desc_91067,"Used in battle, there is a chance to escape"
Item_Desc_92000,A manual that records the way to acquire 「Qinggong:Veteran」.
Item_Desc_92001,An Inner Kungfu manual that records the way to acquire 「Art of Marrow Refining」
Item_Desc_92002,A Skill manual that records the way to acquire 「Causal Palm」.
Item_Desc_92003,A Skill manual that records the way to acquire 「Toxin-casting Spell」.
Item_Desc_92004,A Inner Kungfu manual that records the way to acquire 「Yi Jin Jing」.
Item_Desc_92005,A Skill manual that records the way to acquire 「Beast Wave」.
Item_Desc_92006,A Skill manual that records the way to acquire 「Tortoise Fist」.
Item_Desc_92007,A Skill manual that records the way to acquire 「Extermination」.
Item_Desc_92008,Use to acquire 「Leechcraft:Sage」 「Requirement:「Leechcraft:Guru」」
Item_Desc_93000,"Is the object proving {0}[{1}], seeing it is like seeing the person"
Item_Desc_93001,Key to the Residence. Who owns the key owns the house. Owner:{0}
Item_Desc_93002,A horse
Item_Desc_93003,A treasure map marking a treasure on the map
Item_Desc_93006,"The title deed of a civilian residence, owner: {0}. (The title deed must be collected, once acquired by others, the owner of the house will change)"
Item_Desc_93007,Midnight Robes. Wearing these at night significantly reduces your chances of being seen.
Item_Desc_93008,"When the soul returns to heaven, precious gifts [Fu Yu] are obtained according to the number of blessings. Using it in the backpack can obtain new blessings."
Item_Desc_93009,"Martial arts experience accumulated from fighting and training, can be used to advance into ultimate skills"
Item_Desc_93010,"Is the relic of {0}[{1}], opening can obtain items inside the relic"
Item_Desc_93011,{0} took {1}'s head! {2}
Item_Desc_94000,An Inner Kungfu manual that records the way to acquire 「Breathing Skill」.
Item_Desc_94001,An Inner Kungfu manual that records the way to acquire 「Freeze Spell」.
Item_Desc_94002,An Inner Kungfu manual that records the way to acquire 「Heart-burning Spell」.
Item_Desc_94003,An Inner Kungfu manual that records the way to acquire 「Drunken Immortal」.
Item_Desc_94004,An Inner Kungfu manual that records the way to acquire 「Poison Proof Spell」.
Item_Desc_94005,An Inner Kungfu manual that records the way to acquire 「Art of Heartflame」.
Item_Desc_94006,An Inner Kungfu manual that records the way to acquire 「Tranquility Spell」.
Item_Desc_94007,An Inner Kungfu manual that records the way to acquire 「Millibeast Spell」.
Item_Desc_94008,An Inner Kungfu manual that records the way to acquire 「Dragonform」.
Item_Desc_94009,An Inner Kungfu manual that records the way to acquire 「Art of Five Senses」.
Item_Desc_94010,An Inner Kungfu manual that records the way to acquire 「Art of Soul Deprivation」.
Item_Desc_94011,An Inner Kungfu manual that records the way to acquire 「Art of Drunkness」.
Item_Desc_94012,An Inner Kungfu manual that records the way to acquire 「Art of Harmony」.
Item_Desc_94013,An Inner Kungfu manual that records the way to acquire 「Art of Hellish Breathing」.
Item_Desc_94014,An Inner Kungfu manual that records the way to acquire 「Golden Acupuncture」.
Item_Desc_94015,An Inner Kungfu manual that records the way to acquire 「Art of Shifting」.
Item_Desc_94016,An Inner Kungfu manual that records the way to acquire 「Anti-toxin Spell」.
Item_Desc_94017,An Inner Kungfu manual that records the way to acquire 「Mechanic」.
Item_Desc_94018,An Inner Kungfu manual that records the way to acquire 「Beastmaster」.
Item_Desc_94019,An Inner Kungfu manual that records the way to acquire 「Bionic Pentaform」.
Item_Desc_94020,A book that records how to learn the internal strength secrets of 「Xuan Turtle Health Preservation Technique」
Item_Desc_94021,A secret book of internal strength that records how to acquire 「moving blood and exercising the body formula」
Item_Desc_94022,A book that records how to acquire 「Luo Han Fu Mo Gong」's inner strength secret book
Item_Desc_94023,A secret book of internal strength that records how to acquire the 「Vajra body protection magic skill」
Item_Desc_94024,A book that records how to acquire 「Yijin Jing「Sanskrit」」's internal strength secrets
Item_Desc_94025,A book that records how to learn the internal strength secrets of 「Capturing Dragons and Subduing Tigers」
Item_Desc_94026,A book that records how to acquire 「Lianhua Luoxinjue」's internal strength secret book
Item_Desc_94027,A secret book that records how to acquire 「Wudang Taihe Gong」's inner strength
Item_Desc_94028,A book that records how to acquire 「Wudang Chunyang Gong」's inner strength secret book
Item_Desc_94029,A secret book of internal strength that records how to acquire 「Hunyuan Xiantian Gong」
Item_Desc_94030,A book that records how to learn the internal strength secrets of 「Ziwei Qixing Jue」
Item_Desc_94031,A book that records how to learn the internal strength secrets of 「Transforming Stars and Combat Magic」
Item_Desc_94032,A secret book that records how to acquire 「Wuji Xinjue」's inner strength
Item_Desc_94033,A book that records how to acquire 「Zixia Sword Qi」's internal strength secret book
Item_Desc_95000,A Skill manual that records the way to acquire 「Arctic Palm」.
Item_Desc_95001,A Skill manual that records the way to acquire 「Frost Sword」.
Item_Desc_95002,A Skill manual that records the way to acquire 「Snow Reversal Sword」.
Item_Desc_95003,A Skill manual that records the way to acquire 「Snow-melting Sword」.
Item_Desc_95004,A Skill manual that records the way to acquire 「Vicious Hand」.
Item_Desc_95005,A Skill manual that records the way to acquire 「Art of Rejuvenation」.
Item_Desc_95006,A Skill manual that records the way to acquire 「Spider Hand」.
Item_Desc_95007,A Skill manual that records the way to acquire 「Wine-drinking Song」.
Item_Desc_95008,A Skill manual that records the way to acquire 「Drink and Sing」.
Item_Desc_95009,A Skill manual that records the way to acquire 「Drink to The End」.
Item_Desc_95010,A Skill manual that records the way to acquire 「Drink and Dream」.
Item_Desc_95011,A Skill manual that records the way to acquire 「Soultaker’s Song」.
Item_Desc_95012,A Skill manual that records the way to acquire 「Ordeal Sigil」.
Item_Desc_95013,A Skill manual that records the way to acquire 「Illusionary Song」.
Item_Desc_95014,A Skill manual that records the way to acquire 「Dragon’s Vitality」.
Item_Desc_95015,A Skill manual that records the way to acquire 「Flame Saber」.
Item_Desc_95016,A Skill manual that records the way to acquire 「Sky-Heating Saber」.
Item_Desc_95017,A Skill manual that records the way to acquire 「Nirvana Saber」.
Item_Desc_95018,A Skill manual that records the way to acquire 「Hands of Theft」.
Item_Desc_95019,A Skill manual that records the way to acquire 「Art of Transformation」.
Item_Desc_95020,A Skill manual that records the way to acquire 「Flower Rain」
Item_Desc_95021,A Skill manual that records the way to acquire 「Hurl The World」.
Item_Desc_95022,A Skill manual that records the way to acquire 「Toxin-swallowing Spell」.
Item_Desc_95023,A Skill manual that records the way to acquire 「Eight Divine Strikes」.
Item_Desc_95024,A Skill manual that records the way to acquire 「Imperfect Kick」.
Item_Desc_95025,A Skill manual that records the way to acquire 「Golden Shield」.
Item_Desc_95026,A Skill manual that records the way to acquire 「Bionic:Snake」.
Item_Desc_95027,A Skill manual that records the way to acquire 「Bionic:Monkey」.
Item_Desc_95028,A Skill manual that records the way to acquire 「Bionic:Horse」.
Item_Desc_95029,A Skill manual that records the way to acquire 「Bionic:Eagle」.
Item_Desc_95030,A Skill manual that records the way to acquire 「Bionic:Marten」.
Item_Desc_95031,A Skill manual that records the way to acquire 「Acupoint-blocking Hand」.
Item_Desc_95032,A Skill manual that records the way to acquire 「Wave Palm」.
Item_Desc_95033,A Skill manual that records how to acquire 「Walk Above Grass」.
Item_Desc_95034,A secret book that records how to learn 「slap」
Item_Desc_95035,A secret book that records how to learn the secrets of 「Putting Yin Legs」
Item_Desc_95036,A secret book that records how to learn 「Blood Refining and Shocking Qi Jue」
Item_Desc_95037,A secret book that records how to learn 「Xuanjia Imperial Body Fist」
Item_Desc_95038,A secret book that records how to learn 「Baoji Bengquan」
Item_Desc_95039,A secret book that records how to learn 「Advancing the Front and Breaking the Halberd」
Item_Desc_95040,A secret book that records how to learn 「Dragon Capturing Hand」
Item_Desc_95041,A secret book that records how to learn 「Arhat Boxing」
Item_Desc_95042,A secret book that records how to learn 「thousand-changing legs」
Item_Desc_95043,A secret book that records how to learn 「Flower Finger」
Item_Desc_95044,A secret book that records how to acquire 「the Vedic stick technique」
Item_Desc_95045,A secret book that records how to acquire 「cassock and magic wand」
Item_Desc_95046,A secret book that records how to learn 「Dichangquan」
Item_Desc_95047,A secret book that records how to learn 「step on the toe」
Item_Desc_95048,A secret book that records how to learn 「Fu Hu Zhang」
Item_Desc_95049,A secret book that records how to learn 「the dog-beating stick method」
Item_Desc_95050,A secret book that records how to learn 「throwing stones」
Item_Desc_95051,A secret book that records how to learn 「Subduing Dragon Swallowing Heaven Palm」
Item_Desc_95052,A secret book that records how to learn 「Tai Chi Poses」
Item_Desc_95053,A secret book that records how to learn 「Taijiquan」
Item_Desc_95054,A secret book that records how to acquire 「Landing Sparrow Tail」
Item_Desc_95055,A secret book that records how to learn 「Yin Yang Liang Yi Sword」
Item_Desc_95056,A secret book that records how to learn 「Taiyi Xuanmen Sword」
Item_Desc_95057,A secret book that records how to learn 「Dou Zhuan Xing Xing」
Item_Desc_95058,A secret book that records how to learn 「transfer flowers and trees」
Item_Desc_95059,A secret book that records how to learn 「Star and Moon Intersection」
Item_Desc_95060,A secret book that records how to acquire 「Xingyue Kuangzhao」
Item_Desc_95061,A secret book that records how to learn 「the stars hold the moon」
Item_Desc_95062,A secret book that records how to learn 「No Trace Falling Front」
Item_Desc_95063,A secret book that records how to acquire 「Wan Hua Shen Feng」
Item_Desc_95064,A secret book that records how to learn 「Defeat Sword Art」
Item_Desc_95065,A secret book that records how to learn 「breaking the box and seeking the edge」
